"title","authors","year","preregistration","topic","patients","age_mean","age_min","age_max","age_group","age_range","new_data","sample_size","setting","modality","meeg_num_electrodes","meg_num_grad","meg_num_mag","meeg_sfreq_orig","meeg_sfreq_final","meeg_layout","eeg_locations","length_min","ecg_num_electrodes","ecg_lead","ecg_locations","ecg_ground","ecg_sfreq_orig","ecg_sfreq_final","ecg_high_pass","ecg_low_pass","ecg_event_method","ecg_event_toolbox","reference_online","reference_offline","high_pass","low_pass","ICA","ica_on_epochs","rejected_components","rejected_cardiac_ics","cfa_rej_approach","cfa_rej_criteria","other_cfa_removal_strategy","other_cleaning_strategy","hep_eeg_channels_selected","hep_meg_channels_selected","groups","conditions","trials","trial_estimation","trials_Mean","trials_SD","trials_original","hep_window_type","hep_relative_to","hep_start","hep_end","baseline_start_ms","baseline_end_ms","hypothesis","value","averaging_channels","averaging_time","statistics","clustering","permutations","significant_test","significant_eeg_channels","significant_relative_to","significant_start_ms","significant_end_ms","controls","source","baseline_defined","method_category","has_resting","has_task","study_category","clean_noisy_epochs","clean_bad_channels","reject_cfa_ics","cfa_minimal_rr","cfa_use_minimal_rr","cfa_use_minimal_artifact_window","cfa_csd","cfa_regress","cfa_pca","cfa_subtract_rest","reference_category","baseline_category","determination_category","window_type_category","journal","journal_full","paper","PMID"
"Enhanced external counterpulsation modulates the heartbeat evoked potential","Liu H, Liang H, Yu X, Wang G, Han Y, Yan M, Li S, Wang W.",2023,1,"Manipulation/Cardiac/Enhanced external counterpulsation",0,23.15,20.6,26.1,"Adults","22.7+-2.1, 23.6+-2.5",1,40,"0","EEG",1,"na","na",2000,2000,"standard19","Fpz",80,"2","Lead II","Right clavicle, Left abdomen","Right abdomen",2000,2000,,,"unknown","AcqKnowledge","Linked mastoids","Linked mastoids",0.05,100,"1","0","CFA, Eye movements, Muscle",,"Automatic","Power Spectrum","","Noisy Epochs","Fpz","na",1,1,"80","",80,,80,"Secondary","T-peak",354,387,-100,0,"Correlation","Amplitude","0","1","Correlation","0",,"0","","",,,"ECG","pubmed","Yes","Averaging",FALSE,TRUE,"Task",TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"T-peak","Yes","Both","Both","Front Physiol","Frontiers in Physiology","Liu et al. (2023)",37078023
"Enhanced external counterpulsation modulates the heartbeat evoked potential","Liu H, Liang H, Yu X, Wang G, Han Y, Yan M, Li S, Wang W.",2023,1,"Manipulation/Cardiac/Enhanced external counterpulsation",0,23.6,21.1,26.1,"Adults","23.6+-2.5",1,19,"0","EEG",1,"na","na",2000,2000,"standard19","Fpz",80,"2","Lead II","Right clavicle, Left abdomen","Right abdomen",2000,2000,,,"unknown","AcqKnowledge","Linked mastoids","Linked mastoids",0.05,100,"1","0","CFA, Eye movements, Muscle",,"Automatic","Power Spectrum","","Noisy Epochs","Fpz","na",1,2,"[est300]","",300,,,"Primary","T-peak",80,400,-100,0,"Group/Condition Differences","Amplitude","0","0","unknown","1",1000,"1","Fpz","T-peak",155,389,"ECG","pubmed","Yes","Clustering",FALSE,TRUE,"Task",TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"T-peak","Yes","Both","Both","Front Physiol","Frontiers in Physiology","Liu et al. (2023)",37078023
"Enhanced external counterpulsation modulates the heartbeat evoked potential","Liu H, Liang H, Yu X, Wang G, Han Y, Yan M, Li S, Wang W.",2023,1,"Manipulation/Cardiac/Enhanced external counterpulsation",0,23.15,20.6,26.1,"Adults","22.7+-2.1, 23.6+-2.5",1,40,"0","EEG",1,"na","na",2000,2000,"standard19","Fpz",80,"2","Lead II","Right clavicle, Left abdomen","Right abdomen",2000,2000,,,"unknown","AcqKnowledge","Linked mastoids","Linked mastoids",0.05,100,"1","0","CFA, Eye movements, Muscle",,"Automatic","Power Spectrum","","Noisy Epochs","Fpz","na",2,4,"[est300]","",300,,,"Secondary","T-peak",354,387,-100,0,"Group/Condition Differences","Amplitude","0","1","ANOVA","0",,"1","Fpz","",,,"ECG","pubmed","Yes","Averaging",FALSE,TRUE,"Task",TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"T-peak","Yes","Both","Both","Front Physiol","Frontiers in Physiology","Liu et al. (2023)",37078023
"Modulation of the heartbeat evoked cortical potential by hypnotizability and hypnosis","Callara AL, Fontanelli L, Belcari I, Rho G, Greco A, Zelič Ž, Sebastiani L, Santarcangelo EL.",2023,0,"Manipulation/Hypnosis/Hypnotizability",0,25.805,21.32,31.29,"Adults","25.14+-3.82, 26.47+-4.82",1,31,"0","EEG",16,"na","na",,125,"standard19","F3, F7, C3, T3, P3, PO3, F4, F8, C4, T4, P4, PO4, Fz, Cz, Pz, Oz",18,"1","N/C","Left shoulder","unknown",,,,,"PanTompkins1985","Kubios","Cz","Common average",0.1,62.5,"1","0","Eye movements, muscle, CFA, channel noise, other",,"Manual","Topography, power spectrum, time course","","Manual removal of artifacts, Artifact Subspace Reconstruction (ASR), bad channels","F3, F7, C3, T3, P3, PO3, F4, F8, C4, T4, P4, PO4, Fz, Cz, Pz, Oz","na",2,6,"[est171]","est number of trials = 60*3 min in one condition*95%retention of epochs after cleaning",171,,,"Primary","R-peak",200,600,-200,0,"Group/Condition Differences","Amplitude","0","0","ANOVA","1",2000,"1","P4","R-peak",256,312,"RR, SDRR, RMSSD, LF/HF","pubmed","Yes","Clustering",FALSE,TRUE,"Task",FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Yes","Clustering","Primary","Psychophysiology","Psychophysiology","Callara et al. (2023)",37070749
"Modulation of the heartbeat evoked cortical potential by hypnotizability and hypnosis","Callara AL, Fontanelli L, Belcari I, Rho G, Greco A, Zelič Ž, Sebastiani L, Santarcangelo EL.",2023,0,"Manipulation/Hypnosis/Hypnotizability",0,25.805,21.32,31.29,"Adults","25.14+-3.82, 26.47+-4.82",1,31,"0","EEG",16,"na","na",,125,"standard19","F3, F7, C3, T3, P3, PO3, F4, F8, C4, T4, P4, PO4, Fz, Cz, Pz, Oz",18,"1","N/C","Left shoulder","unknown",,,,,"PanTompkins1985","Kubios","Cz","Common average",0.1,62.5,"1","0","Eye movements, muscle, CFA, channel noise, other",,"Manual","Topography, power spectrum, time course","","Manual removal of artifacts, Artifact Subspace Reconstruction (ASR), bad channels","F3, F7, C3, T3, P3, PO3, F4, F8, C4, T4, P4, PO4, Fz, Cz, Pz, Oz","na",2,6,"[est171]","est number of trials = 60*3 min in one condition*95%retention of epochs after cleaning",171,,,"Primary","R-peak",200,600,-200,0,"Group/Condition Differences","Amplitude","0","0","ANOVA","1",2000,"1","Cz","R-peak",288,360,"RR, SDRR, RMSSD, LF/HF","pubmed","Yes","Clustering",FALSE,TRUE,"Task",FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Yes","Clustering","Primary","Psychophysiology","Psychophysiology","Callara et al. (2023)",37070749
"Modulation of the heartbeat evoked cortical potential by hypnotizability and hypnosis","Callara AL, Fontanelli L, Belcari I, Rho G, Greco A, Zelič Ž, Sebastiani L, Santarcangelo EL.",2023,0,"Manipulation/Hypnosis/Hypnotizability",0,25.805,21.32,31.29,"Adults","25.14+-3.82, 26.47+-4.82",1,31,"0","EEG",16,"na","na",,125,"standard19","F3, F7, C3, T3, P3, PO3, F4, F8, C4, T4, P4, PO4, Fz, Cz, Pz, Oz",18,"1","N/C","Left shoulder","unknown",,,,,"PanTompkins1985","Kubios","Cz","Common average",0.1,62.5,"1","0","Eye movements, muscle, CFA, channel noise, other",,"Manual","Topography, power spectrum, time course","","Manual removal of artifacts, Artifact Subspace Reconstruction (ASR), bad channels","F3, F7, C3, T3, P3, PO3, F4, F8, C4, T4, P4, PO4, Fz, Cz, Pz, Oz","na",2,1,"[est171]","est number of trials = 60*3 min in one condition*95%retention of epochs after cleaning",171,,,"Primary","R-peak",200,600,-200,0,"Group/Condition Differences","Amplitude","0","0","t-test","0",,"1","","",,,"","pubmed","Yes","Other",FALSE,TRUE,"Task",FALSE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Yes","Clustering","Primary","Psychophysiology","Psychophysiology","Callara et al. (2023)",37070749
"Heartbeat-Evoked Potential in Major Depressive Disorder: A Biomarker for Differential Treatment Prediction between Venlafaxine and rTMS?","Zwienenberg L, van Dijk H, Enriquez-Geppert S, van der Vinne N, Gevirtz R, Gordon E, Sack AT, Arns M.",2023,0,"Patients/Psychiatric/Major depressive disorder",1,37.7,23.7,51.8,"Adults","38.9+-12.9, 36.5+-12.8",0,552,"1","EEG",26,"na","na",500,500,"standard19","Fp1, Fp2, F7, F3, Fz, F4, F8, FC3, FCz, FC4, T3, C3, Cz, C4, T4, CP3, CPz, CP4, T5, P3, Pz, P4, T6, O1, Oz, O2",2,"1","N/C","Left wrist","unknown",500,500,0.05,25,"unknown","unknown","Linked mastoids","Linked mastoids",0.05,40,"1","1","CFA",1,"Semi-automatic","Topography, Time course","","Noisy epochs","Fp1, Cz, Oz","na",2,3,"45","",45,,45,"Primary","R-peak",-10,10,,,"Group/Condition Differences","Amplitude","0","1","ANOVA","0",,"1","Fp1, Cz, Oz","",,,"ECG, age, sex, Depression","pubmed","Unknown","Averaging",TRUE,FALSE,"Rest",TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Both","Unknown","Averaging","Primary","Neuropsychobiology","Neuropsychobiology","Zwienenberg et al. (2023)",36927872
"Heartbeat-Evoked Potential in Major Depressive Disorder: A Biomarker for Differential Treatment Prediction between Venlafaxine and rTMS?","Zwienenberg L, van Dijk H, Enriquez-Geppert S, van der Vinne N, Gevirtz R, Gordon E, Sack AT, Arns M.",2023,0,"Patients/Psychiatric/Major depressive disorder",1,37.7,23.7,51.8,"Adults","38.9+-12.9, 36.5+-12.8",0,552,"1","EEG",26,"na","na",500,500,"standard19","Fp1, Fp2, F7, F3, Fz, F4, F8, FC3, FCz, FC4, T3, C3, Cz, C4, T4, CP3, CPz, CP4, T5, P3, Pz, P4, T6, O1, Oz, O2",2,"1","N/C","Left wrist","unknown",500,500,0.05,25,"unknown","unknown","Linked mastoids","Linked mastoids",0.05,40,"1","1","CFA",1,"Semi-automatic","Topography, Time course","","Noisy epochs","Fp1, Cz, Oz","na",2,3,"45","",45,,45,"Primary","T-peak",-10,10,,,"Group/Condition Differences","Amplitude","0","1","ANOVA","0",,"0","","",,,"ECG, age, sex, Depression","pubmed","Unknown","Averaging",TRUE,FALSE,"Rest",TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Both","Unknown","Averaging","Primary","Neuropsychobiology","Neuropsychobiology","Zwienenberg et al. (2023)",36927872
"Heartbeat-Evoked Potential in Major Depressive Disorder: A Biomarker for Differential Treatment Prediction between Venlafaxine and rTMS?","Zwienenberg L, van Dijk H, Enriquez-Geppert S, van der Vinne N, Gevirtz R, Gordon E, Sack AT, Arns M.",2023,0,"Patients/Psychiatric/Major depressive disorder",1,43.1,30,56.2,"Adults","43.1+-13.1",0,163,"1","EEG",26,"na","na",500,500,"standard19","Fp1, Fp2, F7, F3, Fz, F4, F8, FC3, FCz, FC4, T3, C3, Cz, C4, T4, CP3, CPz, CP4, T5, P3, Pz, P4, T6, O1, Oz, O2",2,"1","N/C","Left wrist","unknown",500,500,0.05,25,"unknown","unknown","Linked mastoids","Linked mastoids",0.05,40,"1","1","CFA",1,"Semi-automatic","Topography, Time course","","Noisy epochs","Fp1, Cz, Oz","na",2,1,"45","",45,,45,"Primary","R-peak",-10,10,,,"Group/Condition Differences","Amplitude","0","1","ANOVA","0",,"0","","",,,"ECG, age, sex, Depression","pubmed","Unknown","Averaging",TRUE,FALSE,"Rest",TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Both","Unknown","Averaging","Primary","Neuropsychobiology","Neuropsychobiology","Zwienenberg et al. (2023)",36927872
"Autonomous sensory meridian response is associated with a larger heartbeat-evoked potential amplitude without differences in interoceptive awareness","Villena-Gonzalez M, Rojas-Thomas F, Morales-Torres R, López V.",2023,0,"Perception/Interoception/Cardiac, Affective processes/Autonomous sensory meridian response",0,24.67,19.93,29.41,"Adults","24.67+-4.74",1,49,"0","EEG",64,"na","na",,512,"standard61","Fp1, Fp2, F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8, P7, P3, Pz, P4, P8, O1, O2, Fpz, FC5, FC1, FC2, FC6, CP5, CP1, CP2, CP6, Oz, AF7, AF3, AFz, AF4, AF8, F5, F1, F2, F6, FT7, FC3, FCz, FC4, FT8, C5, C1, C2, C6, TP7, CP3, CPz, CP4, TP8, P9, P5, P1, P2, P6, P10, PO7, PO3, POz, PO4, PO8, Iz",,"2","N/C","Left clavicle, Left chest","unknown",,,,,"unknown","unknown","CMS","Linked mastoids",,30,"1","1","CFA",,"unknown","unknown","","Peak-to-peak voltage","F3, Fz, F4, C3, Cz, C4, P3, Pz, P4, FC5, FC1, FC2, FC6, CP5, CP1, CP2, CP6, AF3, AFz, AF4, F5, F1, F2, F6, FC3, FCz, FC4, C5, C1, C2, C6, CP3, CPz, CP4, P5, P1, P2, P6, PO3, POz, PO4","na",2,1,"100+-21","",100,21,100,"Primary","R-peak",210,450,-200,0,"Group/Condition Differences","Amplitude","0","0","t-test","1",10000,"1","AF3, F1, F3, FC5, FC3, FC1, C1, C3, C5, CP3, CP1, P1, PO3, Fz, FCz, Cz, Pz, POz, AF4, F2, F4, F6, FC6, FC4, FC2, C2, C4, CP6, CP4, CP2, P2, P4, P6, PO4","R-peak",244,369,"","pubmed","Yes","Clustering",FALSE,TRUE,"Task",FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Yes","Clustering","Primary","Psychophysiology","Psychophysiology","Villena-Gonzalez et al. (2023)",36841904
"Autonomous sensory meridian response is associated with a larger heartbeat-evoked potential amplitude without differences in interoceptive awareness","Villena-Gonzalez M, Rojas-Thomas F, Morales-Torres R, López V.",2023,0,"Perception/Interoception/Cardiac, Affective processes/Autonomous sensory meridian response",0,24.67,19.93,29.41,"Adults","24.67+-4.74",1,49,"0","EEG",64,"na","na",,512,"standard61","Fp1, Fp2, F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8, P7, P3, Pz, P4, P8, O1, O2, Fpz, FC5, FC1, FC2, FC6, CP5, CP1, CP2, CP6, Oz, AF7, AF3, AFz, AF4, AF8, F5, F1, F2, F6, FT7, FC3, FCz, FC4, FT8, C5, C1, C2, C6, TP7, CP3, CPz, CP4, TP8, P9, P5, P1, P2, P6, P10, PO7, PO3, POz, PO4, PO8, Iz",,"2","N/C","Left clavicle, Left chest","unknown",,,,,"unknown","unknown","CMS","Linked mastoids",,30,"1","1","CFA",,"unknown","unknown","","Peak-to-peak voltage","F3, Fz, F4, C3, Cz, C4, P3, Pz, P4, FC5, FC1, FC2, FC6, CP5, CP1, CP2, CP6, AF3, AFz, AF4, F5, F1, F2, F6, FC3, FCz, FC4, C5, C1, C2, C6, CP3, CPz, CP4, P5, P1, P2, P6, PO3, POz, PO4","na",2,4,"524+-6","",524,6,524,"Primary","R-peak",210,450,-200,0,"Group/Condition Differences","Amplitude","0","0","ANOVA","1",10000,"1","FC3, FC1, C1, C3, C5, CP3, CP1, P1, P3, P5, PO3, Fz, FCz, Cz, CPz, Pz, POz, AF4, F2, F4, F6, FC4, FC2, C2, C4, CP2","R-peak",283,450,"","pubmed","Yes","Clustering",FALSE,TRUE,"Task",FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Yes","Clustering","Primary","Psychophysiology","Psychophysiology","Villena-Gonzalez et al. (2023)",36841904
"Whose emotion is it? Perspective matters to understand brain-body interactions in emotions","Engelen T, Buot A, Grèzes J, Tallon-Baudry C.",2023,0,"Perception/Exteroception/Visual/Emotion recognition, Affective processes/Empathy",0,24.72,19.83,29.61,"Adults","24.72+-4.89",1,32,"0","EEG",64,"na","na",2048,2048,"standard61","Fp1, Fp2, F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8, P7, P3, Pz, P4, P8, O1, O2, Fpz, FC5, FC1, FC2, FC6, CP5, CP1, CP2, CP6, Oz, AF7, AF3, AFz, AF4, AF8, F5, F1, F2, F6, FT7, FC3, FCz, FC4, FT8, C5, C1, C2, C6, TP7, CP3, CPz, CP4, TP8, P9, P5, P1, P2, P6, P10, PO7, PO3, POz, PO4, PO8, Iz",,"5","Lead II","Right clavicle, Left abdomen, Left clavicle, Left shoulder, Right shoulder","unknown",2048,2048,1,40,"Template matching","unknown","CMS","Common average",0.3,20,"1","1","Blinks, CFA",2,"Automatic","Phase consistency","RR at least 570 ms","","Fp1, Fp2, F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8, P7, P3, Pz, P4, P8, O1, O2, Fpz, FC5, FC1, FC2, FC6, CP5, CP1, CP2, CP6, Oz, AF7, AF3, AFz, AF4, AF8, F5, F1, F2, F6, FT7, FC3, FCz, FC4, FT8, C5, C1, C2, C6, TP7, CP3, CPz, CP4, TP8, P9, P5, P1, P2, P6, P10, PO7, PO3, POz, PO4, PO8, Iz","na",1,2,"63+-10","",63,10,63,"Primary","R-peak",270,570,,,"Group/Condition Differences","Amplitude","0","0","t-test","1",1000,"1","AF8, AF4, F2, F4, F6, F8, FC6, FC4","R-peak",426,436,"RR, ECG, Permuted heartbeats","pubmed","Unknown","Clustering",FALSE,TRUE,"Task",FALSE,FALSE,TRUE,570,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Both","Both","Neuroimage","NeuroImage","Engelen et al. (2023)",36610678
"Whose emotion is it? Perspective matters to understand brain-body interactions in emotions","Engelen T, Buot A, Grèzes J, Tallon-Baudry C.",2023,0,"Perception/Exteroception/Visual/Emotion recognition, Affective processes/Empathy",0,24.72,19.83,29.61,"Adults","24.72+-4.89",1,32,"0","EEG",64,"na","na",2048,2048,"standard61","Fp1, Fp2, F7, F3, Fz, F4, F8, T7, C3, Cz, C4, T8, P7, P3, Pz, P4, P8, O1, O2, Fpz, FC5, FC1, FC2, FC6, CP5, CP1, CP2, CP6, Oz, AF7, AF3, AFz, AF4, AF8, F5, F1, F2, F6, FT7, FC3, FCz, FC4, FT8, C5, C1, C2, C6, TP7, CP3, CPz, CP4, TP8, P9, P5, P1, P2, P6, P10, PO7, PO3, POz, PO4, PO8, Iz",,"5","Lead II","Right clavicle, Left abdomen, Left clavicle, Left shoulder, Right shoulder","unknown",2048,2048,1,40,"Template matching","unknown","CMS","Common average",0.3,20,"1","1","Blinks, CFA",2,"Automatic","Phase consistency","RR at least 570 ms","","AF8, AF4, F2, F4, F6, F8, FC6, FC4","na",1,1,"63+-10","",63,10,63,"Secondary","R-peak",426,436,,,"Correlation","Amplitude","1","1","Correlation","0",,"0","","",,,"","pubmed","Unknown","Averaging",FALSE,TRUE,"Task",FALSE,FALSE,TRUE,570,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"R-peak","Unknown","Both","Both","Neuroimage","NeuroImage","Engelen et al. (2023)",36610678
"Dual interaction between heartbeat-evoked responses and stimuli","Zhang Y, Zhang J, Xie M, Ding N, Zhang Y, Qin P.",2023,0,"Perception/Exteroception/Auditory/Subject's own name",0,24,20,28,"Adults","20-28",1,19,"0","MEG",306,"204","102",1000,250,"Elekta","na",,"7","Multiple
leads","Left clavicle, Right clavicle, Sternum, Right shoulder, Left shoulder","Upper back",1000,250,1,40,"Template matching","Brainstorm","na","na",1,40,"1","1","CFA, Eye movements, Blinks",1,"Manual","Topography, Time course","limit analysis to time of minimal artifact","Manual removal of artifacts","na","Magnetometers",1,2,"100","",100,,100,"Primary","T-peak",50,350,,,"Group/Condition Differences","Amplitude","0","0","t-test","1",10000,"0","","",,,"ECG, RR","pubmed","Unknown","Clustering",FALSE,TRUE,"Task",FALSE,FALSE,TRUE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"T-peak","Unknown","Clustering","Primary","Neuroimage","NeuroImage","Zhang et al. (2023)",36535320
"Dual interaction between heartbeat-evoked responses and stimuli","Zhang Y, Zhang J, Xie M, Ding N, Zhang Y, Qin P.",2023,0,"Perception/Exteroception/Auditory/Subject's own name",0,24,20,28,"Adults","20-28",1,19,"0","MEG",306,"204","102",1000,250,"Elekta","na",,"7","Multiple
leads","Left clavicle, Right clavicle, Sternum, Right shoulder, Left shoulder","Upper back",1000,250,1,40,"Template matching","Brainstorm","na","na",1,40,"1","1","Eye movements, Blinks",,"","","limit analysis to time of minimal artifact","Manual removal of artifacts","na","Magnetometers",1,2,"100","",100,,100,"Primary","T-peak",50,350,,,"Group/Condition Differences","Amplitude","0","0","t-test","1",10000,"1","na","T-peak",276,320,"ECG, RR","pubmed","Unknown","Clustering",FALSE,TRUE,"Task",FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"T-peak","Unknown","Clustering","Primary","Neuroimage","NeuroImage","Zhang et al. (2023)",36535320
"Dual interaction between heartbeat-evoked responses and stimuli","Zhang Y, Zhang J, Xie M, Ding N, Zhang Y, Qin P.",2023,0,"Perception/Exteroception/Auditory/Subject's own name",0,24,20,28,"Adults","20-28",1,19,"0","MEG",306,"204","102",1000,250,"Elekta","na",,"7","Multiple
leads","Left clavicle, Right clavicle, Sternum, Right shoulder, Left shoulder","Upper back",1000,250,1,40,"Template matching","Brainstorm","na","na",1,40,"1","1","Eye movements, Blinks",,"","","limit analysis to time of minimal artifact","Manual removal of artifacts","na","Magnetometers",1,2,"50","",50,,50,"Primary","T-peak",50,350,,,"Group/Condition Differences","Amplitude","0","0","t-test","1",10000,"1","na","T-peak",152,184,"ECG, RR","pubmed","Unknown","Clustering",FALSE,TRUE,"Task",FALSE,FALSE,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"T-peak","Unknown","Clustering","Primary","Neuroimage","NeuroImage","Zhang et al. (2023)",36535320
"Attenuation of the Heartbeat-Evoked Potential in Patients With Atrial Fibrillation","Kumral D, Al E, Cesnaite E, Kornej J, Sander C, Hensch T, Zeynalova S, Tautenhahn S, Hagendorf A, Laufs U, Wachter R, Nikulin V, Villringer A.",2022,0,"Patients/Cardiovascular/Atrial fibrillation",1,71.875,67.47,76.17,"Adults","72.02+-4.15, 71.73+-4.26",0,112,"1","EEG",31,"na","na",1000,500,"standard32","Fp1, Fp2, F7, F3, Fz, F4, F8, FT9, FC5, FC1, FC2, FC6, FT10, T7, C3, Cz, C4, T8, CP5, CP6, TP9, TP10, P7, P3, Pz, P4, P8, PO9, PO10, O1, O2",20,"2","Lead I","Left wrist, Right wrist","unknown",1000,1000,,,"unknown","unknown","Common average","Common average",1,45,"1","0","CFA, Other",,"unknown","unknown","","","Fp1, Fp2, F7, F3, Fz, F4, F8, FT9, FC5, FC1, FC2, FC6, FT10, T7, C3, Cz, C4, T8, CP5, CP6, TP9, TP10, P7, P3, Pz, P4, P8, PO9, PO10, O1, O2","na",2,1,"[est600]","est number of trials = assume 10 min of clean recording x 60 beats per minute",600,,,"Primary","T-peak",50,250,,,"Group/Condition Differences","Amplitude","0","0","t-test","1",5000,"1","Fp1, Fp2, F8, F4, Fz, FC1, C4, CP6, TP10, T8, FC6, FT10, T7, CP5, Pz, P3, P4, TP9, P7, O1, O2, PO9, PO10","T-peak",50,152,"ECG, RR, systolic volume, systolic blood pressure, depression","pubmed","Unknown","Clustering",TRUE,FALSE,"Rest",FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Both","Yes","Both","Both","JACC Clin Electrophysiol","JACC: Clinical Electrophysiology","Kumral et al. (2022)",36265997
"Attenuation of the Heartbeat-Evoked Potential in Patients With Atrial Fibrillation","Kumral D, Al E, Cesnaite E, Kornej J, Sander C, Hensch T, Zeynalova S, Tautenhahn S, Hagendorf A, Laufs U, Wachter R, Nikulin V, Villringer A.",2022,0,"Patients/Cardiovascular/Atrial fibrillation",1,71.875,67.47,76.17,"Adults","72.02+-4.15, 71.73+-4.26",0,112,"1","EEG",31,"na","na",1000,500,"standard32","Fp1, Fp2, F7, F3, Fz, F4, F8, FT9, FC5, FC1, FC2, FC6, FT10, T7, C3, Cz, C4, T8, CP5, CP6, TP9, TP10, P7, P3, Pz, P4, P8, PO9, PO10, O1, O2",20,"2","Lead I","Left wrist, Right wrist","unknown",1000,1000,,,"unknown","unknown","Common average","Common average",1,45,"1","0","CFA, Other",,"unknown","unknown","","","Fp1, Fp2, F8, F4, Fz, FC1, C4, CP6, TP10, T8, FC6, FT10","na",1,1,"[est600]","est number of trials = assume 10 min of clean recording x 60 beats per minute",600,,,"Secondary","T-peak",50,152,,,"Correlation","Amplitude","1","1","Correlation","0",,"1","Fp1, Fp2, F8, F4, Fz, FC1, C4, CP6, TP10, T8, FC6, FT10","",,,"","pubmed","Unknown","Averaging",TRUE,FALSE,"Rest",FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Both","Yes","Both","Both","JACC Clin Electrophysiol","JACC: Clinical Electrophysiology","Kumral et al. (2022)",36265997
"Attenuation of the Heartbeat-Evoked Potential in Patients With Atrial Fibrillation","Kumral D, Al E, Cesnaite E, Kornej J, Sander C, Hensch T, Zeynalova S, Tautenhahn S, Hagendorf A, Laufs U, Wachter R, Nikulin V, Villringer A.",2022,0,"Patients/Cardiovascular/Atrial fibrillation",1,71.875,67.47,76.17,"Adults","72.02+-4.15, 71.73+-4.26",0,112,"1","EEG",31,"na","na",1000,500,"standard32","Fp1, Fp2, F7, F3, Fz, F4, F8, FT9, FC5, FC1, FC2, FC6, FT10, T7, C3, Cz, C4, T8, CP5, CP6, TP9, TP10, P7, P3, Pz, P4, P8, PO9, PO10, O1, O2",20,"2","Lead I","Left wrist, Right wrist","unknown",1000,1000,,,"unknown","unknown","Common average","Common average",1,45,"1","0","CFA, Other",,"unknown","unknown","","","Fp1, Fp2, F7, F3, Fz, F4, F8, FT9, FC5, FC1, FC2, FC6, FT10, T7, C3, Cz, C4, T8, CP5, CP6, TP9, TP10, P7, P3, Pz, P4, P8, PO9, PO10, O1, O2","na",2,1,"[est600]","est number of trials = assume 10 min of clean recording x 60 beats per minute",600,,,"Primary","R-peak",300,550,-100,0,"Group/Condition Differences","Amplitude","0","0","t-test","1",5000,"1","Fp1, Fp2, F8, F4, Fz, FC1, C4, CP6, TP10, T8, FC6, FT10, T7, CP5, Pz, P3, P4, TP9, P7, O1, O2, PO9, PO10","R-peak",300,550,"","pubmed","Yes","Clustering",TRUE,FALSE,"Rest",FALSE,FALSE,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Both","Yes","Both","Both","JACC Clin Electrophysiol","JACC: Clinical Electrophysiology","Kumral et al. (2022)",36265997
