PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"7640124","Visually evoked bursts during isoflurane anaesthesia","Hartikainen K, Rorarius M, Mäkelä K, Peräkylä J, Varila E, Jäntti V.","Br J Anaesth. 1995 Jun;74(6):681-5. doi: 10.1093/bja/74.6.681.","Hartikainen K","Br J Anaesth","1995","1995/06/01","","","10.1093/bja/74.6.681"
"7649933","Mechanisms of airway protection after pharyngeal fluid infusion in healthy sleeping piglets","Page M, Jeffery HE, Marks V, Post EJ, Wood AK.","J Appl Physiol (1985). 1995 May;78(5):1942-9. doi: 10.1152/jappl.1995.78.5.1942.","Page M","J Appl Physiol (1985)","1995","1995/05/01","","","10.1152/jappl.1995.78.5.1942"
"9422178","What is the best test to predict outcome after prolonged cardiac arrest?","Sandroni C, Barelli A, Piazza O, Proietti R, Mastria D, Boninsegna R.","Eur J Emerg Med. 1995 Mar;2(1):33-7. doi: 10.1097/00063110-199503000-00008.","Sandroni C","Eur J Emerg Med","1995","1995/03/01","","","10.1097/00063110-199503000-00008"
"7793190","Eye symptoms, visual evoked potentials and EEG during intravenous infusion of glycine","Hahn RG, Andersson T, Sikk M.","Acta Anaesthesiol Scand. 1995 Feb;39(2):214-9. doi: 10.1111/j.1399-6576.1995.tb04046.x.","Hahn RG","Acta Anaesthesiol Scand","1995","1995/02/01","","","10.1111/j.1399-6576.1995.tb04046.x"
"7790290","Baroreceptor cortical effects, emotions and pain","Mini A, Rau H, Montoya P, Palomba D, Birbaumer N.","Int J Psychophysiol. 1995 Feb;19(1):67-77. doi: 10.1016/0167-8760(94)00084-r.","Mini A","Int J Psychophysiol","1995","1995/02/01","","","10.1016/0167-8760(94)00084-r"
"8642806","Effects of rilmenidine and clonidine on the electroencephalogram, saccadic eye movements, and psychomotor function","Harron DW, Hasson B, Regan M, McClelland RJ, King DJ.","J Cardiovasc Pharmacol. 1995;26 Suppl 2:S48-54.","Harron DW","J Cardiovasc Pharmacol","1995","1995/01/01","","",""
"7654986","Hippocampal and cerebral cortical sequencing of cardiac activity--theta rhythm (4-10Hz)","Turbes CC.","Biomed Sci Instrum. 1995;31:7-11.","Turbes CC","Biomed Sci Instrum","1995","1995/01/01","","",""
"7744546","Stimulus preceding slow potential shifts (SPS), EEG and visual evoked potentials (VEP) in rabbits","Wicher C, Richter F, Haschke W.","Int J Neurosci. 1994 Nov;79(1-2):111-20. doi: 10.3109/00207459408986072.","Wicher C","Int J Neurosci","1994","1994/11/01","","","10.3109/00207459408986072"
"7873702","Patterns of cortical electrophysiology and autonomic activity in adults' shyness and sociability","Schmidt LA, Fox NA.","Biol Psychol. 1994 Oct;38(2-3):183-98. doi: 10.1016/0301-0511(94)90038-8.","Schmidt LA","Biol Psychol","1994","1994/10/01","","","10.1016/0301-0511(94)90038-8"
"7696140","E-wave and heart rate responses during anticipation of nonmotor events","Aro M, Liimatainen M, Lyytinen H.","Integr Physiol Behav Sci. 1994 Oct-Dec;29(4):431-46. doi: 10.1007/BF02691363.","Aro M","Integr Physiol Behav Sci","1994","1994/10/01","","","10.1007/BF02691363"
"7917731","Auditory steady-state response, upper facial EMG, EEG and heart rate as predictors of movement during isoflurane-nitrous oxide anaesthesia","Yli-Hankala A, Edmonds HL Jr, Heine MF, Strickland T Jr, Tsueda K.","Br J Anaesth. 1994 Aug;73(2):174-9. doi: 10.1093/bja/73.2.174.","Yli-Hankala A","Br J Anaesth","1994","1994/08/01","","","10.1093/bja/73.2.174"
"7948468","P300 is unaffected by glucose increase","Geisler MW, Polich J.","Biol Psychol. 1994 Jul;37(3):235-45. doi: 10.1016/0301-0511(94)90005-1.","Geisler MW","Biol Psychol","1994","1994/07/01","","","10.1016/0301-0511(94)90005-1"
"8192853","Effects of electrical stimulation of the amygdaloid central nucleus on neocortical arousal in the rabbit","Kapp BS, Supple WF Jr, Whalen PJ.","Behav Neurosci. 1994 Feb;108(1):81-93. doi: 10.1037//0735-7044.108.1.81.","Kapp BS","Behav Neurosci","1994","1994/02/01","","","10.1037//0735-7044.108.1.81"
"8159438","Morphine insensitive allodynia is produced by intrathecal strychnine in the lightly anesthetized rat","Sherman SE, Loomis CW.","Pain. 1994 Jan;56(1):17-29. doi: 10.1016/0304-3959(94)90146-5.","Sherman SE","Pain","1994","1994/01/01","","","10.1016/0304-3959(94)90146-5"
"8257658","Temporal frequency responsivity shows multiple maturational phases: state-dependent visual evoked potential luminance flicker fusion from birth to 9 months","Apkarian P.","Vis Neurosci. 1993 Nov-Dec;10(6):1007-18. doi: 10.1017/s0952523800010117.","Apkarian P","Vis Neurosci","1993","1993/11/01","","","10.1017/s0952523800010117"
"8119481","Vocal perception: brain event-related potentials in a chimpanzee","Berntson GG, Boysen ST, Torello MW.","Dev Psychobiol. 1993 Sep;26(6):305-19. doi: 10.1002/dev.420260602.","Berntson GG","Dev Psychobiol","1993","1993/09/01","","","10.1002/dev.420260602"
"7684965","Heartbeat evoked potentials (HEP): topography and influence of cardiac awareness and focus of attention","Montoya P, Schandry R, Müller A.","Electroencephalogr Clin Neurophysiol. 1993 May-Jun;88(3):163-72. doi: 10.1016/0168-5597(93)90001-6.","Montoya P","Electroencephalogr Clin Neurophysiol","1993","1993/05/01","","","10.1016/0168-5597(93)90001-6"
"8493036","Preclinical trial of 4-aminopyridine in patients with chronic spinal cord injury","Hayes KC, Blight AR, Potter PJ, Allatt RD, Hsieh JT, Wolfe DL, Lam S, Hamilton JT.","Paraplegia. 1993 Apr;31(4):216-24. doi: 10.1038/sc.1993.40.","Hayes KC","Paraplegia","1993","1993/04/01","","","10.1038/sc.1993.40"
"8449176","The effect of progesterone and its metabolite 5 alpha-pregnan-3 alpha-ol-20-one on focal epileptic seizures in the cat's visual cortex in vivo","Taubøll E, Lindström S.","Epilepsy Res. 1993 Jan;14(1):17-30. doi: 10.1016/0920-1211(93)90071-e.","Taubøll E","Epilepsy Res","1993","1993/01/01","","","10.1016/0920-1211(93)90071-e"
"8442962","Modification of tonic-clonic convulsions by atracurium in multiple-monitored electroconvulsive therapy","Lui PW, Ma JY, Chan KK.","J Clin Anesth. 1993 Jan-Feb;5(1):16-21. doi: 10.1016/0952-8180(93)90082-p.","Lui PW","J Clin Anesth","1993","1993/01/01","","","10.1016/0952-8180(93)90082-p"
"7870961","Chlormethiazole attenuates the derangement of sensory evoked potential (SEP) induced by ICV administration of NMDA","Thoren P, Sjölander M.","Psychopharmacology (Berl). 1993;111(2):256-8. doi: 10.1007/BF02245534.","Thoren P","Psychopharmacology (Berl)","1993","1993/01/01","","","10.1007/BF02245534"
"1410181","Event-related potentials and autonomic responses to a change in unattended auditory stimuli","Lyytinen H, Blomberg AP, Näätänen R.","Psychophysiology. 1992 Sep;29(5):523-34. doi: 10.1111/j.1469-8986.1992.tb02025.x.","Lyytinen H","Psychophysiology","1992","1992/09/01","","","10.1111/j.1469-8986.1992.tb02025.x"
"1397164","Spreading depression induces prolonged reduction of cortical blood flow reactivity in the rat","Lacombe P, Sercombe R, Correze JL, Springhetti V, Seylaz J.","Exp Neurol. 1992 Sep;117(3):278-86. doi: 10.1016/0014-4886(92)90137-f.","Lacombe P","Exp Neurol","1992","1992/09/01","","","10.1016/0014-4886(92)90137-f"
"1643686","Brainstem auditory evoked potentials during procaine toxicity in dogs","Ding ZN, Yoshita Y, Hirota K, Yamamoto K, Kobayashi T, Murakami S.","Can J Anaesth. 1992 Jul;39(6):600-3. doi: 10.1007/BF03008327.","Ding ZN","Can J Anaesth","1992","1992/07/01","","","10.1007/BF03008327"
"1397145","Longitudinal neuronal organization of defensive reactions in the midbrain periaqueductal gray region of the rat","Depaulis A, Keay KA, Bandler R.","Exp Brain Res. 1992;90(2):307-18. doi: 10.1007/BF00227243.","Depaulis A","Exp Brain Res","1992","1992/01/01","","","10.1007/BF00227243"
"1361972","Quantitative EEG and autonomic patterns of synthetic peptides related to dermorphin","Marchioni E, Maurelli M, Tartara A.","Neuropsychobiology. 1992;26(1-2):81-8. doi: 10.1159/000118900.","Marchioni E","Neuropsychobiology","1992","1992/01/01","","","10.1159/000118900"
"1824389","Individual differences in cortical evoked potentials as a function of heartbeat detection ability","Katkin ES, Cestaro VL, Weitkunat R.","Int J Neurosci. 1991 Dec;61(3-4):269-76. doi: 10.3109/00207459108990745.","Katkin ES","Int J Neurosci","1991","1991/12/01","","","10.3109/00207459108990745"
"1914064","The anaesthetic management of a patient with a phaeochromocytoma and acute stroke","Fox JM, Manninen PH.","Can J Anaesth. 1991 Sep;38(6):775-9. doi: 10.1007/BF03008459.","Fox JM","Can J Anaesth","1991","1991/09/01","","","10.1007/BF03008459"
"1716564","Brain-stem auditory evoked potentials and brain death","Machado C, Valdés P, García-Tigera J, Virues T, Biscay R, Miranda J, Coutin P, Román J, García O.","Electroencephalogr Clin Neurophysiol. 1991 Sep-Oct;80(5):392-8. doi: 10.1016/0168-5597(91)90087-e.","Machado C","Electroencephalogr Clin Neurophysiol","1991","1991/09/01","","","10.1016/0168-5597(91)90087-e"
"1955282","Activation-induced changes in evoked and slow brain potentials: effect of cocaine in rabbits previously subchronically treated by cocaine","Kiyatkin EA, Belij VP, Richter F, Haschke W.","Int J Neurosci. 1991 Aug;59(4):213-8. doi: 10.3109/00207459108985975.","Kiyatkin EA","Int J Neurosci","1991","1991/08/01","","","10.3109/00207459108985975"
"1784595","Are the differential effects of chloral hydrate on hooded rats vs. albino rats due to pigmentation or strain differences?","Sisson DF, Siegel J, Westenberg IS.","Pharmacol Biochem Behav. 1991 Jul;39(3):665-70. doi: 10.1016/0091-3057(91)90144-q.","Sisson DF","Pharmacol Biochem Behav","1991","1991/07/01","","","10.1016/0091-3057(91)90144-q"
"1857499","Effects of behavioural state on visual processing in neonates","Apkarian P, Mirmiran M, Tijssen R.","Neuropediatrics. 1991 May;22(2):85-91. doi: 10.1055/s-2008-1071422.","Apkarian P","Neuropediatrics","1991","1991/05/01","","","10.1055/s-2008-1071422"
"1859518","Analgesic potency of a new anticonvulsant drug versus acetylsalicylic acid via laser somatosensory evoked potentials. Randomized placebo-controlled double-blind (5-way) crossover study","Schaffler K, Wauschkuhn CH, Gierend M.","Arzneimittelforschung. 1991 Apr;41(4):427-35.","Schaffler K","Arzneimittelforschung","1991","1991/04/01","","",""
"1938130","Activation-induced changes in evoked and slow brain potentials: effects of cocaine in awake rabbit","Richter F, Leichsenring A, Haschke W, Kiyatkin EA, Belij VP.","Int J Neurosci. 1991 Jan-Feb;56(1-4):151-9. doi: 10.3109/00207459108985411.","Richter F","Int J Neurosci","1991","1991/01/01","","","10.3109/00207459108985411"
"1865042","Continuous multivariable monitoring in neurological intensive care patients--preliminary reports on four cases","Hilz MJ, Litscher G, Weis M, Claus D, Druschky KF, Pfurtscheller G, Neundörfer B.","Intensive Care Med. 1991;17(2):87-93. doi: 10.1007/BF01691429.","Hilz MJ","Intensive Care Med","1991","1991/01/01","","","10.1007/BF01691429"
"1705324","Vagal stimulation for control of complex partial seizures in medically refractory epileptic patients","Wilder BJ, Uthman BM, Hammond EJ.","Pacing Clin Electrophysiol. 1991 Jan;14(1):108-15. doi: 10.1111/j.1540-8159.1991.tb04054.x.","Wilder BJ","Pacing Clin Electrophysiol","1991","1991/01/01","","","10.1111/j.1540-8159.1991.tb04054.x"
"1682104","Changes in EEG power, acoustic evoked potentials and heart rate after mildly arousing non-acoustic priming stimuli in carp (Cyprinus carpio)","Laming PR, Bullock TH, McClune MC.","Comp Biochem Physiol A Comp Physiol. 1991;100(1):81-93. doi: 10.1016/0300-9629(91)90187-h.","Laming PR","Comp Biochem Physiol A Comp Physiol","1991","1991/01/01","","","10.1016/0300-9629(91)90187-h"
"2272866","Cardiac deceleration and E-wave brain potential components in young, middle-aged and elderly adults","Friedman D, Putnam L, Hamberger MJ.","Int J Psychophysiol. 1990 Dec;10(2):185-90. doi: 10.1016/0167-8760(90)90033-a.","Friedman D","Int J Psychophysiol","1990","1990/12/01","","","10.1016/0167-8760(90)90033-a"
"2269644","Event-related perturbations in an electrophysiological measure of auditory sensitivity: effects of probability, intensity and repeated sessions","Rohrbaugh JW, Varner JL, Paige SR, Eckardt MJ, Ellingson RJ.","Int J Psychophysiol. 1990 Nov;10(1):17-32. doi: 10.1016/0167-8760(90)90041-b.","Rohrbaugh JW","Int J Psychophysiol","1990","1990/11/01","","","10.1016/0167-8760(90)90041-b"
"2103747","P300 and time of day: circadian rhythms, food intake, and body temperature","Geisler MW, Polich J.","Biol Psychol. 1990 Oct;31(2):117-36. doi: 10.1016/0301-0511(90)90012-l.","Geisler MW","Biol Psychol","1990","1990/10/01","","","10.1016/0301-0511(90)90012-l"
"2393105","Modulation of pain-related somatosensory evoked potentials by general anesthesia","Kochs E, Treede RD, Schulte am Esch J, Bromm B.","Anesth Analg. 1990 Sep;71(3):225-30. doi: 10.1213/00000539-199009000-00002.","Kochs E","Anesth Analg","1990","1990/09/01","","","10.1213/00000539-199009000-00002"
"2265945","Enhancement of heartbeat-related brain potentials through cardiac awareness training","Schandry R, Weitkunat R.","Int J Neurosci. 1990 Aug;53(2-4):243-53. doi: 10.3109/00207459008986611.","Schandry R","Int J Neurosci","1990","1990/08/01","","","10.3109/00207459008986611"
"2380732","Acute effects of electromagnetic stimulation of the brain on cortical activity, cortical blood flow, blood pressure and heart rate in the cat: an evaluation of safety","Eyre JA, Flecknell PA, Kenyon BR, Koh TH, Miller S.","J Neurol Neurosurg Psychiatry. 1990 Jun;53(6):507-13. doi: 10.1136/jnnp.53.6.507.","Eyre JA","J Neurol Neurosurg Psychiatry","1990","1990/06/01","PMC1014212","","10.1136/jnnp.53.6.507"
"2329124","Dissociation by chloralose of the cardiovascular and cerebrovascular responses evoked from the cerebellar fastigial nucleus","Iadecola C, Springston ME, Reis DJ.","J Cereb Blood Flow Metab. 1990 May;10(3):375-82. doi: 10.1038/jcbfm.1990.67.","Iadecola C","J Cereb Blood Flow Metab","1990","1990/05/01","","","10.1038/jcbfm.1990.67"
"2346625","Learning of physiological responses: I. Habituation, sensitization, and classical conditioning","Dworkin BR, Dworkin S.","Behav Neurosci. 1990 Apr;104(2):298-319. doi: 10.1037//0735-7044.104.2.298.","Dworkin BR","Behav Neurosci","1990","1990/04/01","","","10.1037//0735-7044.104.2.298"
"2340159","Autonomic and somatic responses evoked by stimulation of the cerebellar uvula in the conscious rabbit","Bradley DJ, Ghelarducci B, La Noce A, Spyer KM.","Exp Physiol. 1990 Mar;75(2):179-86. doi: 10.1113/expphysiol.1990.sp003392.","Bradley DJ","Exp Physiol","1990","1990/03/01","","","10.1113/expphysiol.1990.sp003392"
"2310797","Psychophysiological correlates of posttraumatic stress disorder in Vietnam veterans","Paige SR, Reid GM, Allen MG, Newton JE.","Biol Psychiatry. 1990 Feb 15;27(4):419-30. doi: 10.1016/0006-3223(90)90552-d.","Paige SR","Biol Psychiatry","1990","1990/02/15","","","10.1016/0006-3223(90)90552-d"
"2295893","Electroencephalographic and evoked potential monitoring in the hyperbaric environment","Litscher G, Friehs G, Maresch H, Pfurtscheller G.","J Clin Monit. 1990 Jan;6(1):10-7. doi: 10.1007/BF02832177.","Litscher G","J Clin Monit","1990","1990/01/01","","","10.1007/BF02832177"
"2160665","Influences of peripheral adrenocorticotropin 1-39 (ACTH) and human corticotropin releasing hormone (h-CRH) on human auditory evoked potentials (AEP)","Born J, Bathelt B, Pietrowsky R, Pauschinger P, Fehm HL.","Psychopharmacology (Berl). 1990;101(1):34-8. doi: 10.1007/BF02253714.","Born J","Psychopharmacology (Berl)","1990","1990/01/01","","","10.1007/BF02253714"
"1688979","Effects of lidocaine on Vmax and conduction velocity in uniform anisotropic canine ventricular muscle: possible role of its binding-rate constants","Quinteiro RA, Biagetti MO, de Forteza E.","J Cardiovasc Pharmacol. 1990 Jan;15(1):29-36. doi: 10.1097/00005344-199001000-00005.","Quinteiro RA","J Cardiovasc Pharmacol","1990","1990/01/01","","","10.1097/00005344-199001000-00005"
"2640160","Event-related perturbations in an electrophysiological measure of auditory function: a measure of sensitivity during orienting?","Rohrbaugh JW, Varner JL, Paige SR, Eckardt MJ, Ellingson RJ.","Biol Psychol. 1989 Dec;29(3):247-71. doi: 10.1016/0301-0511(89)90022-7.","Rohrbaugh JW","Biol Psychol","1989","1989/12/01","","","10.1016/0301-0511(89)90022-7"
"2623077","Effects of cholecystokinin and calcitonin on evoked brain potentials and satiety in man","Pietrowsky R, Preuss S, Born J, Pauschinger P, Fehm HL.","Physiol Behav. 1989 Sep;46(3):513-9. doi: 10.1016/0031-9384(89)90029-2.","Pietrowsky R","Physiol Behav","1989","1989/09/01","","","10.1016/0031-9384(89)90029-2"
"2716438","Psychophysiological research in psychiatry and neuropsychopharmacology. I. Methodological aspects of the Viennese Psychophysiological Test-System (VPTS)","Semlitsch HV, Anderer P, Saletu B, Resch F, Presslich O, Schuster P.","Methods Find Exp Clin Pharmacol. 1989 Jan;11(1):25-41.","Semlitsch HV","Methods Find Exp Clin Pharmacol","1989","1989/01/01","","",""
"2509123","Neurophysiological effects of recombinant interferon-gamma and -alpha in man","Born J, Späth-Schwalbe E, Pietrowsky R, Porzsolt F, Fehm HL.","Clin Physiol Biochem. 1989;7(3-4):119-27.","Born J","Clin Physiol Biochem","1989","1989/01/01","","",""
"2455201","The guinea-pig isolated atrium as a model system for the central actions of selected CNS stimulant and depressant drugs. Part 2. Mechanisms involved in the actions and interactions of the convulsant bemegride and its hypnotic homologue 3-methyl-3-n-butylglutarimide","Arblaster CI, Cameron DW, Lavi Y, Laycock GM, Shulman A.","Methods Find Exp Clin Pharmacol. 1988 Mar;10(3):177-211.","Arblaster CI","Methods Find Exp Clin Pharmacol","1988","1988/03/01","","",""
"3353429","Effects of cigarette smoking on resting EEG, visual evoked potentials and photic driving","Golding JF.","Pharmacol Biochem Behav. 1988 Jan;29(1):23-32. doi: 10.1016/0091-3057(88)90268-7.","Golding JF","Pharmacol Biochem Behav","1988","1988/01/01","","","10.1016/0091-3057(88)90268-7"
"3222357","Sleep patterns in a chelonian reptile (Gopherus flavomarginatus)","Ayala-Guerrero F, Calderón A, Pérez MC.","Physiol Behav. 1988;44(3):333-7. doi: 10.1016/0031-9384(88)90034-0.","Ayala-Guerrero F","Physiol Behav","1988","1988/01/01","","","10.1016/0031-9384(88)90034-0"
"3184782","Cardiovascular, electrocortical, and behavioral effects of nicotine chewing gum","Michel C, Hasenfratz M, Nil R, Bättig K.","Klin Wochenschr. 1988;66 Suppl 11:72-9.","Michel C","Klin Wochenschr","1988","1988/01/01","","",""
"3131794","Vasopressin but not oxytocin enhances cortical arousal: an integrative hypothesis on behavioral effects of neurohypophyseal hormones","Fehm-Wolfsdorf G, Bachholz G, Born J, Voigt K, Fehm HL.","Psychopharmacology (Berl). 1988;94(4):496-500. doi: 10.1007/BF00212844.","Fehm-Wolfsdorf G","Psychopharmacology (Berl)","1988","1988/01/01","","","10.1007/BF00212844"
"3073322","Effect of morphine on the electroencephalogram and other physiological and other physiological and behavioral parameters","Matejcek M, Pokorny R, Ferber G, Klee H.","Neuropsychobiology. 1988;19(4):202-11. doi: 10.1159/000118461.","Matejcek M","Neuropsychobiology","1988","1988/01/01","","","10.1159/000118461"
"3692699","The pattern and habituation of the orienting response in man and rats","Rockstroh B, Johnen M, Elbert T, Lutzenberger W, Birbaumer N, Rudolph K, Ostwald J, Schnitzler HU.","Int J Neurosci. 1987 Dec;37(3-4):169-82. doi: 10.3109/00207458708987145.","Rockstroh B","Int J Neurosci","1987","1987/12/01","","","10.3109/00207458708987145"
"3436846","Cardiac-related cortical activity during variations in mean heart rate","Koriath JJ, Lindholm E, Landers DM.","Int J Psychophysiol. 1987 Dec;5(4):289-99. doi: 10.1016/0167-8760(87)90060-2.","Koriath JJ","Int J Psychophysiol","1987","1987/12/01","","","10.1016/0167-8760(87)90060-2"
"3438435","Changes in heart rate and slow brain potentials related to motor preparation and stimulus anticipation in a time estimation task","Damen EJ, Brunia CH.","Psychophysiology. 1987 Nov;24(6):700-13. doi: 10.1111/j.1469-8986.1987.tb00353.x.","Damen EJ","Psychophysiology","1987","1987/11/01","","","10.1111/j.1469-8986.1987.tb00353.x"
"3671485","Psychophysiological aspects of depressive syndromes","Giedke H, Heimann H.","Pharmacopsychiatry. 1987 Sep;20(5):177-80. doi: 10.1055/s-2007-1017098.","Giedke H","Pharmacopsychiatry","1987","1987/09/01","","","10.1055/s-2007-1017098"
"2889508","Cardiovascular responses elicited by stimulation of neurons in the central amygdaloid nucleus in awake but not anesthetized rats resemble conditioned emotional responses","Iwata J, Chida K, LeDoux JE.","Brain Res. 1987 Aug 18;418(1):183-8. doi: 10.1016/0006-8993(87)90978-4.","Iwata J","Brain Res","1987","1987/08/18","","","10.1016/0006-8993(87)90978-4"
"3683824","Formation and development of temporary connections involving unperceived and perceived acoustic stimuli","Voronin LG, Novikov PP, Volkov EV, Dubynin VA.","Neurosci Behav Physiol. 1987 Jul-Aug;17(4):321-5. doi: 10.1007/BF01183062.","Voronin LG","Neurosci Behav Physiol","1987","1987/07/01","","","10.1007/BF01183062"
"3610727","Electrophysiological changes elicited by auditory stimuli given a positive or negative value: a study comparing anhedonic with hedonic subjects","Pierson A, Ragot R, Ripoche A, Lesevre N.","Int J Psychophysiol. 1987 Jul;5(2):107-23. doi: 10.1016/0167-8760(87)90015-8.","Pierson A","Int J Psychophysiol","1987","1987/07/01","","","10.1016/0167-8760(87)90015-8"
"3588662","Quantitative pharmaco-electroencephalographic differentiation between the CNS effects of bromocriptine and imipramine, drugs with qualitatively different antidepressant properties","Yamadera H, Ferber G, Matejcek M, Pokorny R.","Pharmacopsychiatry. 1987 Mar;20(2):54-9. doi: 10.1055/s-2007-1017075.","Yamadera H","Pharmacopsychiatry","1987","1987/03/01","","","10.1055/s-2007-1017075"
"3673691","Stable-xenon-CT: effects of xenon inhalation on EEG and cardio-respiratory parameters in the human","Holl K, Nemati N, Kohmura E, Gaab MR, Samii M.","Acta Neurochir (Wien). 1987;87(3-4):129-33. doi: 10.1007/BF01476063.","Holl K","Acta Neurochir (Wien)","1987","1987/01/01","","","10.1007/BF01476063"
"3040455","Dose-dependent influences on electrophysiological signs of attention in humans after neuropeptide ACTH 4-10","Born J, Bräuninger W, Fehm-Wolfsdorf G, Voigt KH, Pauschinger P, Fehm HL.","Exp Brain Res. 1987;67(1):85-92. doi: 10.1007/BF00269456.","Born J","Exp Brain Res","1987","1987/01/01","","","10.1007/BF00269456"
"3031714","Influences of ACTH 4-10 on event-related potentials reflecting attention in man","Born J, Fehm-Wolfsdorf G, Voigt KH, Fehm HL.","Physiol Behav. 1987;39(1):83-7. doi: 10.1016/0031-9384(87)90348-9.","Born J","Physiol Behav","1987","1987/01/01","","","10.1016/0031-9384(87)90348-9"
"3092576","Carbon dioxide narcosis: influence of short-term high concentration carbon dioxide inhalation on EEG and cortical evoked responses in the rat","Forslid A, Ingvar M, Rosén I, Ingvar DH.","Acta Physiol Scand. 1986 Jul;127(3):281-7. doi: 10.1111/j.1748-1716.1986.tb07907.x.","Forslid A","Acta Physiol Scand","1986","1986/07/01","","","10.1111/j.1748-1716.1986.tb07907.x"
"3737444","Vasopressin and electrophysiological signs of attention in man","Born J, Fehm-Wolfsdorf G, Lutzenberger W, Voigt KH, Fehm HL.","Peptides. 1986 Mar-Apr;7(2):189-93. doi: 10.1016/0196-9781(86)90211-1.","Born J","Peptides","1986","1986/03/01","","","10.1016/0196-9781(86)90211-1"
"3705984","Fetal cerebral, cardiovascular and metabolic reactions to intermittent occlusion of ovine maternal placental blood flow","Rosén KG, Hrbek A, Karlsson K, Kjellmer I.","Acta Physiol Scand. 1986 Feb;126(2):209-16. doi: 10.1111/j.1748-1716.1986.tb07807.x.","Rosén KG","Acta Physiol Scand","1986","1986/02/01","","","10.1111/j.1748-1716.1986.tb07807.x"
"4078255","Maternal treatment with a cardioselective beta-blocking agent--consequences for the ovine fetus during intermittent asphyxia","Dagbjartsson A, Karlsson K, Kjellmer I, Rosén KG.","J Dev Physiol. 1985 Dec;7(6):387-96.","Dagbjartsson A","J Dev Physiol","1985","1985/12/01","","",""
"2987636","An ACTH 4-9 analog impairs selective attention in man","Born J, Fehm-Wolfsdorf G, Schiebe M, Birbaumer N, Fehm HL, Voigt KH.","Life Sci. 1985 Jun 3;36(22):2117-25. doi: 10.1016/0024-3205(85)90308-x.","Born J","Life Sci","1985","1985/06/03","","","10.1016/0024-3205(85)90308-x"
"3843725","Habituation of heart rate in functionally decorticate rats","Klosterhalfen W, Klosterhalfen S.","Behav Neurosci. 1985 Jun;99(3):555-63. doi: 10.1037//0735-7044.99.3.555.","Klosterhalfen W","Behav Neurosci","1985","1985/06/01","","","10.1037//0735-7044.99.3.555"
"4086041","Effect of disturbances of the cerebral blood supply on evoked potentials and adaptive responses to mental work","Klimova-Cherkasova VI, Kuzemkin VA.","Hum Physiol. 1985 Mar-Apr;11(2):94-102.","Klimova-Cherkasova VI","Hum Physiol","1985","1985/03/01","","",""
"4035816","EEG and evoked potential changes during gas- and liquid-breathing dives to 1000 msw","Harris DJ, Coggin RR, Roby J, Turner G, Bennett PB.","Undersea Biomed Res. 1985 Mar;12(1):1-24.","Harris DJ","Undersea Biomed Res","1985","1985/03/01","","",""
"3832838","Discriminant parameters representing cerebral cortical function during anoxic anoxia investigations","Van Waeyenberge M, Vermariën H, De Backer H, Manil J, Bourgain RH.","Adv Exp Med Biol. 1985;191:149-61. doi: 10.1007/978-1-4684-3291-6_15.","Van Waeyenberge M","Adv Exp Med Biol","1985","1985/01/01","","","10.1007/978-1-4684-3291-6_15"
"2994148","Psychotropic effects of enalapril maleate in normal volunteers","Olajide D, Lader M.","Psychopharmacology (Berl). 1985;86(3):374-6. doi: 10.1007/BF00432232.","Olajide D","Psychopharmacology (Berl)","1985","1985/01/01","","","10.1007/BF00432232"
"6393696","Electrophysiological responses in high and low aggressive young adolescent boys","Dwivedi KN, Beaumont G, Brandon S.","Acta Paedopsychiatr. 1984 Oct;50(4):179-90.","Dwivedi KN","Acta Paedopsychiatr","1984","1984/10/01","","",""
"6095322","Dishabituating effects of an ACTH 4-9 analog in a vigilance task","Born J, Fehm-Wolfsdorf G, Schiebe M, Rockstroh B, Fehm HL, Voigt KH.","Pharmacol Biochem Behav. 1984 Oct;21(4):513-9. doi: 10.1016/s0091-3057(84)80032-5.","Born J","Pharmacol Biochem Behav","1984","1984/10/01","","","10.1016/s0091-3057(84)80032-5"
"6542082","Effects of reward and methylphenidate on heart rate response morphology of augmenting and reducing children","Ackerman PT, Holcomb PJ, Dykman RA.","Int J Psychophysiol. 1984 Jun;1(4):301-16. doi: 10.1016/0167-8760(84)90024-2.","Ackerman PT","Int J Psychophysiol","1984","1984/06/01","","","10.1016/0167-8760(84)90024-2"
"6377350","Electrophysiologic characteristics of respiratory suspension periods occurring during the practice of the Transcendental Meditation Program","Badawi K, Wallace RK, Orme-Johnson D, Rouzere AM.","Psychosom Med. 1984 May-Jun;46(3):267-76. doi: 10.1097/00006842-198405000-00008.","Badawi K","Psychosom Med","1984","1984/05/01","","","10.1097/00006842-198405000-00008"
"6748322","Detection of electrophysiological responses in rabbits affected by short-term exposure to static magnetic field","Nakagawa M.","Nihon Eiseigaku Zasshi. 1984 Feb;38(6):899-908.","Nakagawa M","Nihon Eiseigaku Zasshi","1984","1984/02/01","","",""
"6542078","Cardiovascular and electrodermal responses to simple stimuli in autistic, retarded and normal children","James AL, Barry RJ.","Int J Psychophysiol. 1984 Feb;1(2):179-93. doi: 10.1016/0167-8760(84)90037-0.","James AL","Int J Psychophysiol","1984","1984/02/01","","","10.1016/0167-8760(84)90037-0"
